ts,temperature,dew_point,rel_humidity,wind_dir,wind_speed,visibility,stn_pressure,humidex,wind_chill,notes
2013-01-12D05:00:00.000000000,6.6,6.6,100,,0,1.6,99.24,,,Fog
2013-01-12D06:00:00.000000000,5.3,5.3,100,90,4,0.2,99.24,,,Fog
2013-01-12D07:00:00.000000000,5.4,5.4,100,140,9,0.2,99.17,,,Fog
2013-01-12D08:00:00.000000000,5.5,5.5,100,150,6,0.8,99.23,,,Fog
2013-01-12D09:00:00.000000000,6.3,6.3,100,190,6,4.8,99.27,,,Fog
2013-01-12D10:00:00.000000000,8.2,8.2,100,220,13,12.9,99.3,,,Mostly Cloudy
2013-01-12D11:00:00.000000000,9.5,8.9,96,210,17,19.3,99.27,,,Mostly Cloudy
2013-01-12D12:00:00.000000000,11.8,9.9,88,220,19,24.1,99.24,,,Mostly Cloudy
2013-01-12D13:00:00.000000000,13.2,10.6,84,220,13,24.1,99.13,,,Mostly Cloudy
2013-01-12D14:00:00.000000000,14.4,10.6,78,210,15,24.1,99.13,,,Mostly Cloudy
2013-01-12D15:00:00.000000000,14.6,10.4,76,210,19,24.1,99.17,,,Mostly Cloudy
2013-01-12D16:00:00.000000000,13.3,9.9,80,220,24,24.1,99.26,,,Mostly Cloudy
2013-01-12D17:00:00.000000000,12.5,9.8,84,210,11,24.1,99.32,,,Mostly Cloudy
2013-01-12D18:00:00.000000000,11.9,9.8,87,200,13,24.1,99.31,,,Mostly Cloudy
2013-01-12D19:00:00.000000000,11.4,9.7,89,220,11,24.1,99.35,,,Mainly Clear
2013-01-12D20:00:00.000000000,11.5,9.9,90,210,11,24.1,99.37,,,Cloudy
2013-01-12D21:00:00.000000000,11.1,9.8,92,200,9,24.1,99.4,,,Cloudy
2013-01-12D22:00:00.000000000,11.1,9.9,92,240,4,24.1,99.32,,,Cloudy
2013-01-12D23:00:00.000000000,10.1,9.5,96,140,4,19.3,99.32,,,Cloudy
2013-01-13D00:00:00.000000000,9.2,9.1,99,,0,19.3,99.32,,,Cloudy
2013-01-13D01:00:00.000000000,9.6,9.5,99,100,4,19.3,99.23,,,Cloudy
2013-01-13D02:00:00.000000000,9.9,9.6,98,70,7,16.1,99.19,,,Cloudy
2013-01-13D03:00:00.000000000,9.8,9.7,99,50,6,9.7,99.07,,,Fog
2013-01-13D04:00:00.000000000,9.5,9.5,100,,0,4.8,99.01,,,"Heavy Rain,Fog"
2013-01-13D05:00:00.000000000,8.8,8.8,100,80,19,4.8,98.79,,,"Heavy Rain,Fog"
2013-01-13D06:00:00.000000000,9.2,9.2,100,60,7,4.8,98.7,,,"Heavy Rain,Fog"
2013-01-13D07:00:00.000000000,9.3,9.3,100,310,7,8,98.74,,,"Heavy Rain,Fog"
2013-01-13D08:00:00.000000000,9.5,9.5,100,160,4,3.2,98.61,,,"Moderate Rain,Fog"
2013-01-13D09:00:00.000000000,9.7,9.7,100,,0,6.4,98.64,,,"Rain,Fog"
2013-01-13D10:00:00.000000000,8.9,8.9,100,360,7,8,98.61,,,"Drizzle,Fog"
2013-01-13D11:00:00.000000000,8.3,8.3,100,340,9,14.5,98.67,,,Cloudy
2013-01-13D12:00:00.000000000,9,9,100,320,6,14.5,98.68,,,Cloudy
2013-01-13D13:00:00.000000000,10.6,10.4,99,300,6,19.3,98.65,,,Mostly Cloudy
2013-01-13D14:00:00.000000000,14.8,12.7,87,260,19,24.1,98.7,,,Mostly Cloudy
2013-01-13D15:00:00.000000000,14,11,82,270,39,24.1,98.83,,,Mostly Cloudy
2013-01-13D16:00:00.000000000,12.2,9.7,85,280,28,24.1,98.95,,,Cloudy
2013-01-13D17:00:00.000000000,10.6,8.7,88,270,15,24.1,98.93,,,Mostly Cloudy
2013-01-13D18:00:00.000000000,10.1,8.5,90,270,15,24.1,99.03,,,Cloudy
2013-01-13D19:00:00.000000000,9.6,8.2,91,270,9,24.1,99,,,Cloudy
2013-01-13D20:00:00.000000000,6.7,6,95,360,13,16.1,98.97,,,Cloudy
2013-01-13D21:00:00.000000000,5.9,5.5,97,10,6,16.1,98.91,,,Rain
2013-01-13D22:00:00.000000000,5.3,5,98,360,9,16.1,98.87,,,Rain
2013-01-13D23:00:00.000000000,4.5,4.3,99,20,9,8,98.79,,,Rain
2013-01-14D00:00:00.000000000,4.5,4.5,100,310,22,6.4,98.91,,,Rain
2013-01-14D01:00:00.000000000,4.9,4.7,99,290,22,8,99.08,,,Rain
2013-01-14D02:00:00.000000000,3.7,1.5,86,310,22,24.1,99.15,,,Rain
2013-01-14D03:00:00.000000000,2.7,0.9,88,270,19,24.1,99.31,,,Mainly Clear
2013-01-14D04:00:00.000000000,2.3,0.2,86,270,19,24.1,99.46,,,Mostly Cloudy
2013-01-14D05:00:00.000000000,0.6,-3.4,75,280,37,24.1,99.59,,,Mainly Clear
2013-01-14D06:00:00.000000000,-0.1,-4,75,280,41,24.1,99.76,,-8,Mostly Cloudy
2013-01-14D07:00:00.000000000,-0.6,-4.8,73,310,30,24.1,99.98,,-7,Mostly Cloudy
2013-01-14D08:00:00.000000000,-0.8,-6.2,67,280,37,19.3,100.1,,-8,Mostly Cloudy
2013-01-14D09:00:00.000000000,-1.5,-7.2,65,300,35,19.3,100.25,,-9,Mostly Cloudy
2013-01-14D10:00:00.000000000,-1.5,-6.9,67,280,26,24.1,100.4,,-8,Mostly Cloudy
2013-01-14D11:00:00.000000000,-1.5,-6.6,68,270,19,24.1,100.5,,-7,Cloudy
2013-01-14D12:00:00.000000000,-1.4,-6.6,68,280,22,24.1,100.47,,-7,Cloudy
2013-01-14D13:00:00.000000000,-1.4,-6.5,68,260,17,24.1,100.43,,-7,Cloudy
2013-01-14D14:00:00.000000000,-1,-6.4,67,290,15,24.1,100.41,,-6,Cloudy
2013-01-14D15:00:00.000000000,-0.9,-7.5,61,300,22,24.1,100.51,,-7,Cloudy
2013-01-14D16:00:00.000000000,-1,-7.3,62,280,13,24.1,100.59,,-5,Cloudy
2013-01-14D17:00:00.000000000,-1.3,-6.9,66,280,19,24.1,100.63,,-7,Cloudy
2013-01-14D18:00:00.000000000,-1.6,-7.9,62,270,20,24.1,100.7,,-7,Cloudy
2013-01-14D19:00:00.000000000,-1.6,-8.3,60,270,13,24.1,100.74,,-6,Cloudy
2013-01-14D20:00:00.000000000,-1.8,-7.7,64,290,17,24.1,100.68,,-7,Mostly Cloudy
2013-01-14D21:00:00.000000000,-2.2,-7,70,270,15,24.1,100.68,,-7,Mostly Cloudy
2013-01-14D22:00:00.000000000,-2.8,-7.1,72,270,13,24.1,100.65,,-7,Mostly Cloudy
2013-01-14D23:00:00.000000000,-2.8,-6.6,75,260,9,24.1,100.67,,-6,Mostly Cloudy
2013-01-15D00:00:00.000000000,-4.4,-7.3,80,270,9,24.1,100.65,,-8,Mainly Clear
2013-01-15D01:00:00.000000000,-4.4,-7.1,81,280,11,24.1,100.66,,-9,Mainly Clear
2013-01-15D02:00:00.000000000,-4.2,-7.1,80,300,13,24.1,100.65,,-9,Mainly Clear
2013-01-15D03:00:00.000000000,-3.9,-8.2,72,310,13,24.1,100.67,,-9,Mainly Clear
2013-01-15D04:00:00.000000000,-3.9,-8.7,69,320,11,24.1,100.66,,-8,Mainly Clear
2013-01-15D05:00:00.000000000,-4.5,-8.6,73,280,13,24.1,100.64,,-10,Mainly Clear
2013-01-15D06:00:00.000000000,-4.2,-9,69,290,13,24.1,100.65,,-9,Mainly Clear
2013-01-15D07:00:00.000000000,-3.7,-9.1,66,280,11,24.1,100.71,,-8,Mostly Cloudy
2013-01-15D08:00:00.000000000,-3.6,-9.6,63,290,15,24.1,100.79,,-9,Mostly Cloudy
2013-01-15D09:00:00.000000000,-3.1,-9.7,60,220,9,24.1,100.81,,-7,Mainly Clear
2013-01-15D10:00:00.000000000,-2.4,-9.2,60,210,17,24.1,100.82,,-8,Mainly Clear
2013-01-15D11:00:00.000000000,-1.5,-9.3,55,240,19,24.1,100.76,,-7,Mainly Clear
2013-01-15D12:00:00.000000000,-0.7,-9.1,53,250,7,24.1,100.68,,-3,Mostly Cloudy
2013-01-15D13:00:00.000000000,0.1,-9.1,50,270,17,24.1,100.61,,,Mostly Cloudy
2013-01-15D14:00:00.000000000,0.2,-9.1,50,280,15,24.1,100.55,,,Mostly Cloudy
2013-01-15D15:00:00.000000000,-0.4,-9.4,51,270,9,24.1,100.49,,-4,Mostly Cloudy
2013-01-15D16:00:00.000000000,-0.3,-9.7,49,280,11,24.1,100.57,,-4,Mostly Cloudy
2013-01-15D17:00:00.000000000,-1.3,-9.6,53,280,9,24.1,100.48,,-5,Mostly Cloudy
2013-01-15D18:00:00.000000000,-1.7,-9.1,57,250,6,24.1,100.44,,-4,Mostly Cloudy
2013-01-15D19:00:00.000000000,-1.5,-8.7,58,230,9,24.1,100.46,,-5,Mostly Cloudy
2013-01-15D20:00:00.000000000,-2.5,-8.3,64,250,7,24.1,100.37,,-5,Mostly Cloudy
2013-01-15D21:00:00.000000000,-2,-8.8,60,270,7,24.1,100.29,,-5,Mostly Cloudy
2013-01-15D22:00:00.000000000,-2.4,-8.1,65,260,6,24.1,100.22,,-5,Mostly Cloudy
2013-01-15D23:00:00.000000000,-2.6,-8.3,65,250,7,24.1,100.16,,-5,Cloudy
2013-01-16D00:00:00.000000000,-2.7,-8.2,66,270,4,24.1,100.02,,-4,Mostly Cloudy
2013-01-16D01:00:00.000000000,-2.8,-8.5,65,290,4,24.1,99.92,,-4,Mostly Cloudy
2013-01-16D02:00:00.000000000,-2.6,-8.5,64,,0,24.1,99.87,,,Cloudy
2013-01-16D03:00:00.000000000,-2.6,-8.5,64,310,4,24.1,99.81,,-4,Cloudy
2013-01-16D04:00:00.000000000,-2.8,-8.5,65,,0,24.1,99.72,,,Cloudy
2013-01-16D05:00:00.000000000,-3,-8.2,67,,0,24.1,99.63,,,Cloudy
2013-01-16D06:00:00.000000000,-2.8,-7.7,69,320,4,24.1,99.53,,-4,Mostly Cloudy
2013-01-16D07:00:00.000000000,-2.8,-7.7,69,240,4,24.1,99.44,,-4,Cloudy
2013-01-16D08:00:00.000000000,-3.2,-7.7,71,320,6,24.1,99.37,,-6,Mostly Cloudy
2013-01-16D09:00:00.000000000,-2.1,-6.4,72,,0,24.1,99.31,,,Mostly Cloudy
2013-01-16D10:00:00.000000000,-1.3,-6.5,68,,0,24.1,99.2,,,Mainly Clear
2013-01-16D11:00:00.000000000,0.2,-6.1,63,180,6,24.1,99.09,,,Clear
2013-01-16D12:00:00.000000000,1.5,-6.1,57,220,11,24.1,98.95,,,Clear
2013-01-16D13:00:00.000000000,2.3,-6.4,53,210,17,24.1,98.81,,,Clear
2013-01-16D14:00:00.000000000,2.9,-6.6,50,220,19,24.1,98.75,,,Clear
2013-01-16D15:00:00.000000000,3.1,-5.2,54,230,17,24.1,98.71,,,Clear
2013-01-16D16:00:00.000000000,2.4,-6,54,240,24,24.1,98.68,,,Mostly Cloudy
2013-01-16D17:00:00.000000000,2.1,-5.5,57,220,19,24.1,98.68,,,Mostly Cloudy
2013-01-16D18:00:00.000000000,1.8,-4.7,62,220,17,24.1,98.69,,,Mostly Cloudy
2013-01-16D19:00:00.000000000,1.2,-4.3,67,240,26,24.1,98.77,,,Mostly Cloudy
2013-01-16D20:00:00.000000000,0.7,-3.7,72,240,20,24.1,98.78,,,Mostly Cloudy
2013-01-16D21:00:00.000000000,0.9,-4.3,68,240,24,24.1,98.83,,,Cloudy
2013-01-16D22:00:00.000000000,1.3,-5,63,260,26,24.1,98.83,,,Cloudy
2013-01-16D23:00:00.000000000,1.2,-4.8,64,270,33,24.1,98.85,,,Cloudy
2013-01-17D00:00:00.000000000,1.1,-4.4,67,260,24,24.1,98.89,,,Cloudy
2013-01-17D01:00:00.000000000,0.9,-3.7,71,250,22,24.1,98.95,,,Mostly Cloudy
2013-01-17D02:00:00.000000000,1.1,-3,74,270,24,24.1,99.06,,,Cloudy
2013-01-17D03:00:00.000000000,1,-4,69,280,20,24.1,99.16,,,Mostly Cloudy
2013-01-17D04:00:00.000000000,-0.6,-6,67,320,30,24.1,99.33,,-7,Mostly Cloudy
2013-01-17D05:00:00.000000000,-3.1,-8,69,350,30,24.1,99.44,,-11,Cloudy
2013-01-17D06:00:00.000000000,-5.1,-9.1,73,360,32,24.1,99.61,,-13,Snow Showers
2013-01-17D07:00:00.000000000,-6,-10.6,70,350,28,24.1,99.74,,-14,Mostly Cloudy
2013-01-17D08:00:00.000000000,-7,-11.1,73,350,20,24.1,99.85,,-14,Mostly Cloudy
2013-01-17D09:00:00.000000000,-7.9,-13,67,360,28,24.1,100,,-17,Mostly Cloudy
2013-01-17D10:00:00.000000000,-7.9,-12.7,68,360,22,24.1,100.06,,-16,Mostly Cloudy
2013-01-17D11:00:00.000000000,-8.1,-13.6,65,10,20,24.1,100.1,,-15,Mostly Cloudy
2013-01-17D12:00:00.000000000,-7.3,-13.7,60,360,11,24.1,100.09,,-12,Mostly Cloudy
2013-01-17D13:00:00.000000000,-7.7,-13.8,62,40,11,24.1,100.07,,-13,Cloudy
2013-01-17D14:00:00.000000000,-8,-14.3,60,10,15,24.1,100.03,,-14,Cloudy
2013-01-17D15:00:00.000000000,-8.2,-14.5,60,360,15,24.1,100,,-15,Cloudy
2013-01-17D16:00:00.000000000,-8.2,-14.9,58,350,11,24.1,99.97,,-13,Cloudy
2013-01-17D17:00:00.000000000,-8.5,-13.9,65,360,9,9.7,100.01,,-13,Snow Showers
2013-01-17D18:00:00.000000000,-8.7,-12.7,73,40,9,6.4,100.07,,-13,Snow Showers
2013-01-17D19:00:00.000000000,-9.5,-12.3,80,40,11,4.8,100.11,,-15,Snow Showers
2013-01-17D20:00:00.000000000,-10,-12.5,82,40,13,2.8,100.17,,-16,Snow Showers
2013-01-17D21:00:00.000000000,-10.3,-12.1,87,10,11,2.8,100.21,,-16,Snow
2013-01-17D22:00:00.000000000,-10.7,-13.3,81,30,9,12.9,100.13,,-16,Snow
2013-01-17D23:00:00.000000000,-10.6,-13,82,20,7,12.9,100.11,,-15,Snow
2013-01-18D00:00:00.000000000,-10.7,-13.7,79,20,6,16.1,100.16,,-14,Snow
2013-01-18D01:00:00.000000000,-10.7,-13.1,82,320,7,16.1,100.25,,-15,Snow
2013-01-18D02:00:00.000000000,-11.6,-13.8,84,,0,24.1,100.35,,,Mainly Clear
2013-01-18D03:00:00.000000000,-11.8,-13.5,87,,0,24.1,100.43,,,Mainly Clear
2013-01-18D04:00:00.000000000,-13.4,-14.6,91,260,4,24.1,100.45,,-16,Clear
2013-01-18D05:00:00.000000000,-12.8,-14.1,90,270,7,24.1,100.51,,-17,Mainly Clear
2013-01-18D06:00:00.000000000,-10.9,-13.1,84,260,15,24.1,100.62,,-18,Mainly Clear
2013-01-18D07:00:00.000000000,-10.5,-14,75,260,19,24.1,100.69,,-18,Mainly Clear
2013-01-18D08:00:00.000000000,-10.1,-14.7,69,260,19,24.1,100.71,,-18,Mainly Clear
2013-01-18D09:00:00.000000000,-9,-13.3,71,250,22,24.1,100.76,,-17,Mainly Clear
2013-01-18D10:00:00.000000000,-7.4,-12.8,65,270,28,24.1,100.84,,-16,Mainly Clear
2013-01-18D11:00:00.000000000,-7,-12.5,65,260,32,24.1,100.81,,-16,Mainly Clear
2013-01-18D12:00:00.000000000,-6.2,-12.7,60,250,28,24.1,100.72,,-14,Mainly Clear
2013-01-18D13:00:00.000000000,-5.7,-12.1,61,250,19,24.1,100.6,,-12,Mainly Clear
2013-01-18D14:00:00.000000000,-5.2,-11.5,61,250,20,24.1,100.52,,-12,Mostly Cloudy
2013-01-18D15:00:00.000000000,-5.4,-13,55,220,15,24.1,100.39,,-11,Mostly Cloudy
2013-01-18D16:00:00.000000000,-5.1,-12.1,58,220,17,24.1,100.3,,-11,Mostly Cloudy
2013-01-18D17:00:00.000000000,-4.5,-11.5,58,180,9,24.1,100.16,,-8,Cloudy
2013-01-18D18:00:00.000000000,-4.9,-7.6,81,190,9,8,100.09,,-9,Snow
2013-01-18D19:00:00.000000000,-3.1,-4.9,87,200,15,19.3,99.91,,-8,Mostly Cloudy
2013-01-18D20:00:00.000000000,-1.9,-6.1,73,190,13,24.1,99.77,,-6,Mostly Cloudy
2013-01-18D21:00:00.000000000,-0.8,-7,63,210,24,24.1,99.65,,-7,Mainly Clear
2013-01-18D22:00:00.000000000,-0.6,-6.9,62,210,15,24.1,99.57,,-5,Mostly Cloudy
2013-01-18D23:00:00.000000000,-0.6,-6.8,63,200,15,24.1,99.46,,-5,Mainly Clear
2013-01-19D00:00:00.000000000,-0.4,-6.1,65,190,17,24.1,99.35,,-5,Mainly Clear
2013-01-19D01:00:00.000000000,0.5,-5.1,66,190,13,24.1,99.28,,,Cloudy
2013-01-19D02:00:00.000000000,2.4,-4.1,62,230,30,24.1,99.22,,,Cloudy
2013-01-19D03:00:00.000000000,2.7,-3.8,62,230,20,24.1,99.21,,,Mostly Cloudy
2013-01-19D04:00:00.000000000,2.2,-4.1,63,230,17,24.1,99.12,,,Mostly Cloudy
2013-01-19D05:00:00.000000000,2.5,-3.8,63,230,22,24.1,99.09,,,Mostly Cloudy
2013-01-19D06:00:00.000000000,2.7,-3.5,64,220,19,24.1,99.06,,,Mostly Cloudy
2013-01-19D07:00:00.000000000,2.7,-3.3,65,210,15,24.1,99.05,,,Mostly Cloudy
2013-01-19D08:00:00.000000000,2.9,-3,65,210,13,24.1,99.07,,,Mostly Cloudy
2013-01-19D09:00:00.000000000,3.5,-2.8,63,220,11,24.1,99.14,,,Mostly Cloudy
2013-01-19D10:00:00.000000000,4.3,-2.3,62,230,19,24.1,99.17,,,Mostly Cloudy
2013-01-19D11:00:00.000000000,5.7,-0.8,63,240,20,24.1,99.17,,,Mostly Cloudy
2013-01-19D12:00:00.000000000,6.6,-0.9,59,240,26,24.1,99.05,,,Mostly Cloudy
2013-01-19D13:00:00.000000000,6.2,-0.7,61,240,20,24.1,98.98,,,Mostly Cloudy
2013-01-19D14:00:00.000000000,6.5,-0.8,60,220,19,24.1,98.9,,,Cloudy
2013-01-19D15:00:00.000000000,5.3,-1.1,63,220,20,24.1,98.86,,,Cloudy
2013-01-19D16:00:00.000000000,5.1,-1.4,63,220,24,24.1,98.76,,,Cloudy
2013-01-19D17:00:00.000000000,5,-1.8,61,220,20,24.1,98.63,,,Cloudy
2013-01-19D18:00:00.000000000,5.3,-1.7,61,220,19,24.1,98.51,,,Cloudy
2013-01-19D19:00:00.000000000,6.2,-1.6,57,220,24,24.1,98.42,,,Mostly Cloudy
2013-01-19D20:00:00.000000000,6.6,1.3,69,240,46,24.1,98.35,,,Rain Showers
2013-01-19D21:00:00.000000000,5.6,2.7,82,230,35,19.3,98.2,,,Rain Showers
2013-01-19D22:00:00.000000000,6.4,2.2,74,220,37,19.3,98.07,,,Rain Showers
2013-01-19D23:00:00.000000000,6.7,0.3,64,230,32,24.1,97.92,,,Mostly Cloudy
2013-01-20D00:00:00.000000000,7,0.6,64,230,39,24.1,97.78,,,Mostly Cloudy
2013-01-20D01:00:00.000000000,6.7,0.6,65,230,33,24.1,97.62,,,Mostly Cloudy
2013-01-20D02:00:00.000000000,6.2,0.8,68,230,37,24.1,97.56,,,Mostly Cloudy
2013-01-20D03:00:00.000000000,4.8,1.8,81,240,43,19.3,97.53,,,Rain Showers
2013-01-20D04:00:00.000000000,0.6,-0.3,94,280,39,6.4,97.69,,,Snow
2013-01-20D05:00:00.000000000,1,-0.8,88,280,44,19.3,97.74,,,Mostly Cloudy
2013-01-20D06:00:00.000000000,-0.6,-5.2,71,270,56,24.1,97.89,,-9,Mainly Clear
2013-01-20D07:00:00.000000000,-1.4,-5.5,74,280,44,16.1,98.16,,-10,Snow Showers
2013-01-20D08:00:00.000000000,-3.3,-7.8,71,270,44,24.1,98.43,,-12,Mostly Cloudy
2013-01-20D09:00:00.000000000,-4.7,-8.1,77,260,44,16.1,98.66,,-14,Snow Showers
2013-01-20D10:00:00.000000000,-4.7,-9.4,70,270,41,24.1,98.92,,-14,Mostly Cloudy
2013-01-20D11:00:00.000000000,-4.2,-8.8,70,280,46,24.1,99,,-14,Mostly Cloudy
2013-01-20D12:00:00.000000000,-3.9,-9.6,65,290,56,24.1,99.09,,-14,Mostly Cloudy
2013-01-20D13:00:00.000000000,-4.7,-11.8,58,290,46,16.1,99.19,,-14,Snow Showers
2013-01-20D14:00:00.000000000,-4.5,-11.7,57,290,48,24.1,99.28,,-14,Mostly Cloudy
2013-01-20D15:00:00.000000000,-4.1,-9.9,64,300,43,19.3,99.34,,-13,Snow Showers
2013-01-20D16:00:00.000000000,-4.9,-13.3,52,290,26,24.1,99.46,,-12,Mostly Cloudy
2013-01-20D17:00:00.000000000,-6.8,-13.2,60,300,43,24.1,99.56,,-17,Mainly Clear
2013-01-20D18:00:00.000000000,-7.1,-14.8,54,290,30,24.1,99.61,,-16,Mainly Clear
2013-01-20D19:00:00.000000000,-7.5,-14.1,59,280,19,24.1,99.69,,-15,Mostly Cloudy
2013-01-20D20:00:00.000000000,-7.3,-12.5,66,280,24,19.3,99.72,,-15,Cloudy
2013-01-20D21:00:00.000000000,-7.7,-10.7,79,280,13,16.1,99.73,,-13,Snow Showers
2013-01-20D22:00:00.000000000,-7.8,-12.8,67,280,24,24.1,99.73,,-16,Mostly Cloudy
2013-01-20D23:00:00.000000000,-8.5,-12.9,70,270,22,24.1,99.72,,-16,Clear
2013-01-21D00:00:00.000000000,-8.9,-13.2,71,260,19,24.1,99.67,,-16,Clear
2013-01-21D01:00:00.000000000,-9.2,-12.9,74,270,15,24.1,99.67,,-16,Mostly Cloudy
2013-01-21D02:00:00.000000000,-8.3,-12.4,72,250,22,24.1,99.62,,-16,Mostly Cloudy
2013-01-21D03:00:00.000000000,-8.2,-13.2,67,260,19,24.1,99.58,,-15,Mostly Cloudy
2013-01-21D04:00:00.000000000,-8.2,-13.3,67,250,17,24.1,99.54,,-15,Cloudy
2013-01-21D05:00:00.000000000,-8.2,-13.8,64,240,19,24.1,99.48,,-15,Cloudy
2013-01-21D06:00:00.000000000,-8.2,-14.2,62,250,20,24.1,99.49,,-16,Cloudy
2013-01-21D07:00:00.000000000,-8.2,-14,63,250,17,24.1,99.47,,-15,Mostly Cloudy
2013-01-21D08:00:00.000000000,-8.4,-13.8,65,250,15,24.1,99.42,,-15,Mostly Cloudy
2013-01-21D09:00:00.000000000,-8.3,-13.5,66,260,19,24.1,99.4,,-16,Mostly Cloudy
2013-01-21D10:00:00.000000000,-7.8,-14.1,61,250,17,24.1,99.38,,-14,Cloudy
2013-01-21D11:00:00.000000000,-7.4,-14.6,56,250,19,24.1,99.33,,-14,Cloudy
2013-01-21D12:00:00.000000000,-6.8,-14.6,54,240,20,24.1,99.24,,-14,Mostly Cloudy
2013-01-21D13:00:00.000000000,-5.8,-14.8,49,230,7,24.1,99.07,,-9,Mostly Cloudy
2013-01-21D14:00:00.000000000,-6.1,-14.8,50,230,15,24.1,98.98,,-12,Cloudy
2013-01-21D15:00:00.000000000,-5.9,-15.7,46,260,20,24.1,98.95,,-13,Mostly Cloudy
2013-01-21D16:00:00.000000000,-6.6,-14.3,54,270,22,24.1,99.02,,-14,Cloudy
2013-01-21D17:00:00.000000000,-7.9,-15.1,56,280,37,24.1,99.09,,-18,Mostly Cloudy
2013-01-21D18:00:00.000000000,-9.2,-16.4,56,280,37,24.1,99.16,,-19,Mainly Clear
2013-01-21D19:00:00.000000000,-10.3,-17.1,57,280,28,24.1,99.18,,-20,Clear
2013-01-21D20:00:00.000000000,-10.9,-17.4,59,270,28,24.1,99.17,,-20,Clear
2013-01-21D21:00:00.000000000,-11.2,-17.5,60,270,28,24.1,99.16,,-21,Clear
2013-01-21D22:00:00.000000000,-11.6,-17.3,63,270,35,24.1,99.14,,-22,Clear
2013-01-21D23:00:00.000000000,-11.7,-17.3,63,260,33,24.1,99.15,,-22,Clear
2013-01-22D00:00:00.000000000,-12.1,-16.9,67,260,32,24.1,99.13,,-23,Clear
2013-01-22D01:00:00.000000000,-12.4,-16.8,70,260,37,24.1,99.1,,-24,Clear
2013-01-22D02:00:00.000000000,-12.7,-16.7,72,270,33,24.1,99.15,,-23,Clear
2013-01-22D03:00:00.000000000,-12.8,-17.6,67,270,37,24.1,99.16,,-24,Clear
2013-01-22D04:00:00.000000000,-13.2,-17.7,69,260,33,24.1,99.19,,-24,Clear
2013-01-22D05:00:00.000000000,-13.3,-17.5,71,260,39,24.1,99.23,,-25,Clear
2013-01-22D06:00:00.000000000,-13.2,-17.2,72,270,41,24.1,99.26,,-25,Clear
2013-01-22D07:00:00.000000000,-13.1,-16.9,73,270,35,24.1,99.39,,-24,Mainly Clear
2013-01-22D08:00:00.000000000,-13.3,-17.1,73,270,35,19.3,99.5,,-25,Mostly Cloudy
2013-01-22D09:00:00.000000000,-13,-17.2,71,290,30,16.1,99.58,,-23,Mostly Cloudy
2013-01-22D10:00:00.000000000,-13.9,-16.4,81,350,15,1.2,99.7,,-22,Snow Showers
2013-01-22D11:00:00.000000000,-13.5,-15.9,82,350,11,6.4,99.77,,-20,Snow Showers
2013-01-22D12:00:00.000000000,-13.9,-16,84,20,13,6.4,99.73,,-21,Snow Showers
2013-01-22D13:00:00.000000000,-13.7,-16.1,82,20,13,1.6,99.69,,-21,Snow Showers
2013-01-22D14:00:00.000000000,-13.6,-15.9,83,350,11,1,99.71,,-20,Snow Showers
2013-01-22D15:00:00.000000000,-14.7,-17.1,82,350,24,2,99.8,,-25,Snow Showers
2013-01-22D16:00:00.000000000,-14.4,-19.2,67,350,19,24.1,99.87,,-23,Mostly Cloudy
2013-01-22D17:00:00.000000000,-14.8,-20.1,64,320,17,24.1,99.96,,-23,Mostly Cloudy
2013-01-22D18:00:00.000000000,-15.4,-19.8,69,320,7,24.1,100.01,,-20,Mostly Cloudy
2013-01-22D19:00:00.000000000,-15.5,-19.6,71,280,9,24.1,100.06,,-21,Mostly Cloudy
2013-01-22D20:00:00.000000000,-14.6,-18.1,75,290,9,19.3,100.1,,-20,Mostly Cloudy
2013-01-22D21:00:00.000000000,-15.1,-18.8,73,320,9,19.3,100.1,,-21,Mostly Cloudy
2013-01-22D22:00:00.000000000,-15.6,-19,75,290,11,19.3,100.08,,-22,Mostly Cloudy
2013-01-22D23:00:00.000000000,-16.5,-19.1,80,270,9,24.1,100.05,,-23,Mainly Clear
2013-01-23D00:00:00.000000000,-16.2,-18.9,80,320,9,24.1,100.06,,-22,Mostly Cloudy
2013-01-23D01:00:00.000000000,-16.2,-19.9,73,10,11,14.5,100.07,,-23,Snow Grains
2013-01-23D02:00:00.000000000,-16.5,-19.4,78,350,11,19.3,100.11,,-23,Snow Grains
2013-01-23D03:00:00.000000000,-17.7,-20.4,79,360,17,24.1,100.16,,-27,Mostly Cloudy
2013-01-23D04:00:00.000000000,-18.9,-23.8,65,360,15,24.1,100.16,,-28,Mainly Clear
2013-01-23D05:00:00.000000000,-19.6,-26.2,56,340,17,24.1,100.17,,-29,Clear
2013-01-23D06:00:00.000000000,-20.2,-26.1,59,340,11,24.1,100.19,,-28,Clear
2013-01-23D07:00:00.000000000,-20.7,-26.2,61,360,7,24.1,100.19,,-26,Clear
2013-01-23D08:00:00.000000000,-20.7,-26.3,61,310,6,24.1,100.2,,-26,Mostly Cloudy
2013-01-23D09:00:00.000000000,-19.2,-25.6,57,340,4,24.1,100.23,,-23,Mostly Cloudy
2013-01-23D10:00:00.000000000,-17.8,-23.7,60,30,7,24.1,100.2,,-23,Mostly Cloudy
2013-01-23D11:00:00.000000000,-16.2,-21.5,64,150,6,24.1,100.17,,-21,Mostly Cloudy
2013-01-23D12:00:00.000000000,-14.4,-19,68,250,6,24.1,100.08,,-19,Mostly Cloudy
